OTU,Sample,Abundance,depth_m,Water_Layer,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,Abundance_P,AA_Genus,Phylum_Genus
Otu00157,LC-13m-E1,0.000839278,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,0.083927822,80.01119037,Proteobacteria|Desulfomonile
Otu00174,LC-13m-E1,0.000839278,13,Chemocline,95333.33333,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0.083927822,80.01119037,Planctomycetes|CL500-3
Otu00233,LC-13m-E1,0.000839278,13,Chemocline,95333.33333,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,0.083927822,80.01119037,Firmicutes|Firmicutes_unclassified
Otu00204,LC-9m-E1,0.000835055,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.083505472,60.95899442,Proteobacteria|Sphingomonas
Otu00234,Cadagno7m-E2,0.000833333,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,0.083333333,131.1111111,Bacteroidetes|Ferruginibacter
Otu00277,LC-17m-E1,0.000828108,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0.082810836,359.9511022,Proteobacteria|Legionella
Otu00192,LC-3m-E1,0.000827212,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0.082721196,79.1366113,Proteobacteria|alfII-A
Otu00227,LC-3m-E1,0.000827212,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.082721196,79.1366113,Proteobacteria|Proteobacteria_unclassified
Otu00190,Cadagno15m-E2,0.00082144,15,Chemocline,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,0.082143957,743.4028134,Proteobacteria|Polymorphobacter
Otu00191,Cadagno15m-E2,0.00082144,15,Chemocline,905000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0.082143957,743.4028134,Kiritimatiellaeota|MSBL3
Otu00244,LC-19m-E1,0.000818857,19,Monimolimnion,397000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,0.081885711,325.0862724,Patescibacteria|Parcubacteria_ge
Otu00123,Cadagno7m-E2,0.000789474,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.078947368,124.2105263,Bacteroidetes|Bacteroidia_unclassified
Otu00157,Cadagno15m-E2,0.0007701,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,0.07700996,696.9401376,Proteobacteria|Desulfomonile
Otu00039,LC-17m-E1,0.000768958,17,Monimolimnion,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,0.076895777,334.2403092,Actinobacteria|Luna1-A
Otu00237,LC-17m-E1,0.000768958,17,Monimolimnion,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.076895777,334.2403092,Epsilonbacteraeota|Arcobacter
Otu00251,LC-17m-E1,0.000768958,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,0.076895777,334.2403092,Bacteroidetes|Sphingobacteriales_unclassified
Otu00272,LC-17m-E1,0.000768958,17,Monimolimnion,434666.6667,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_fa,Victivallales_ge,0.076895777,334.2403092,Lentisphaerae|Victivallales_ge
Otu00334,LC-17m-E1,0.000768958,17,Monimolimnion,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,0.076895777,334.2403092,Patescibacteria|Candidatus_Moranbacteria_ge
Otu00020,LC-11m-E1,0.000768795,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0.076879501,80.21094654,Bacteroidetes|Chlorobium
Otu00206,LC-19m-E1,0.000760367,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.076036732,301.8658244,Proteobacteria|Gammaproteobacteria_unclassified
Otu00251,LC-19m-E1,0.000760367,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,0.076036732,301.8658244,Bacteroidetes|Sphingobacteriales_unclassified
Otu00028,LC-11m-E1,0.000728332,11,Mixolimnion,104333.3333,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,0.072833212,75.98931777,Armatimonadetes|Armatimonas
Otu00049,LC-11m-E1,0.000728332,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,0.072833212,75.98931777,Proteobacteria|Betaproteobacteriales_unclassified
Otu00309,LC-11m-E1,0.000728332,11,Mixolimnion,104333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,0.072833212,75.98931777,Actinobacteria|acIV-C
Otu00164,LC-13m-E1,0.000719381,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,0.071938133,68.58102032,Verrucomicrobia|Pedosphaera
Otu00111,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,0.071875963,650.4774618,Proteobacteria|unclassified
Otu00151,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,0.071875963,650.4774618,Verrucomicrobia|uncultured
Otu00186,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0.071875963,650.4774618,Chloroflexi|GIF9_ge
Otu00198,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0.071875963,650.4774618,Proteobacteria|Thiodictyon
Otu00226,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0.071875963,650.4774618,Verrucomicrobia|Cephaloticoccus
Otu00237,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.071875963,650.4774618,Epsilonbacteraeota|Arcobacter
Otu00270,Cadagno15m-E2,0.00071876,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,0.071875963,650.4774618,Proteobacteria|Myxococcales_unclassified
Otu00008,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,0.071725721,419.5954669,Cyanobacteria|Oxyphotobacteria_unclassified
Otu00028,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,0.071725721,419.5954669,Armatimonadetes|Armatimonas
Otu00252,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI_unclassified,0.071725721,419.5954669,Proteobacteria|betI_unclassified
Otu00274,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,mle1-27_ge,0.071725721,419.5954669,Proteobacteria|mle1-27_ge
Otu00311,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacteraceae_unclassified,0.071725721,419.5954669,Proteobacteria|Acetobacteraceae_unclassified
Otu00334,LC-15point5m-E1,0.000717257,15.5,Chemocline,585000,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,0.071725721,419.5954669,Patescibacteria|Candidatus_Moranbacteria_ge
Otu00120,LC-17m-E1,0.000709807,17,Monimolimnion,434666.6667,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0.070980717,308.5295162,Planctomycetes|uncultured
Otu00327,LC-17m-E1,0.000709807,17,Monimolimnion,434666.6667,Bacteria,Chlamydiae,LD1-PA32,LD1-PA32_or,LD1-PA32_fa,LD1-PA32_ge,0.070980717,308.5295162,Chlamydiae|LD1-PA32_ge
Otu00204,LC-5m-E1,0.000708265,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.070826546,61.38300635,Proteobacteria|Sphingomonas
Otu00234,LC-5m-E1,0.000708265,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,0.070826546,61.38300635,Bacteroidetes|Ferruginibacter
Otu00240,LC-5m-E1,0.000708265,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,0.070826546,61.38300635,Proteobacteria|betVII-A
Otu00220,LC-9m-E1,0.000703204,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0.070320397,51.33389004,Proteobacteria|Aeromonas
Otu00135,LC-19m-E1,0.000701878,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-B,0.070187752,278.6453764,Bacteroidetes|bacI-B
Otu00255,LC-19m-E1,0.000701878,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,OPB56_fa,OPB56_ge,0.070187752,278.6453764,Bacteroidetes|OPB56_ge
Otu00334,LC-19m-E1,0.000701878,19,Monimolimnion,397000,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,0.070187752,278.6453764,Patescibacteria|Candidatus_Moranbacteria_ge
Otu00409,LC-19m-E1,0.000701878,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.070187752,278.6453764,Proteobacteria|Desulfobacteraceae_unclassified
Otu00187,Cadagno7m-E2,0.000701754,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0.070175439,110.4093567,Proteobacteria|alfIV-B
Otu00117,LC-11m-E1,0.000687869,11,Mixolimnion,104333.3333,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna3,unclassified,0.068786922,71.76768901,Actinobacteria|unclassified
Otu00223,Cadagno15m-E2,0.00066742,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,0.066741965,604.0147859,Proteobacteria|Bacteriovorax
Otu00252,Cadagno15m-E2,0.00066742,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI_unclassified,0.066741965,604.0147859,Proteobacteria|betI_unclassified
Otu00259,LC-3m-E1,0.00066177,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,0.066176957,63.30928904,Bacteroidetes|uncultured
Otu00346,LC-3m-E1,0.00066177,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,0.066176957,63.30928904,Proteobacteria|Alkanindiges
Otu00228,LC-9m-E1,0.000659254,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIII,unclassified,0.065925372,48.12552191,Proteobacteria|unclassified
Otu00279,LC-9m-E1,0.000659254,9,Mixolimnion,73000,Bacteria,Planctomycetes,vadinHA49,vadinHA49_or,vadinHA49_fa,vadinHA49_ge,0.065925372,48.12552191,Planctomycetes|vadinHA49_ge
Otu00204,Cadagno7m-E2,0.000657895,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,0.065789474,103.5087719,Proteobacteria|Sphingomonas
Otu00227,Cadagno7m-E2,0.000657895,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.065789474,103.5087719,Proteobacteria|Proteobacteria_unclassified
Otu00240,Cadagno7m-E2,0.000657895,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,0.065789474,103.5087719,Proteobacteria|betVII-A
Otu00031,LC-17m-E1,0.000650657,17,Monimolimnion,434666.6667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-A,0.065065657,282.8187232,Actinobacteria|acIV-A
Otu00236,LC-17m-E1,0.000650657,17,Monimolimnion,434666.6667,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,0.065065657,282.8187232,Chloroflexi|uncultured
Otu00282,LC-17m-E1,0.000650657,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,0.065065657,282.8187232,Proteobacteria|Coxiella
Otu00359,LC-17m-E1,0.000650657,17,Monimolimnion,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,0.065065657,282.8187232,Epsilonbacteraeota|Sulfurospirillum
Otu00025,LC-19m-E1,0.000643388,19,Monimolimnion,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,0.064338773,255.4249284,Actinobacteria|acTH1-A
Otu00307,LC-19m-E1,0.000643388,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,0.064338773,255.4249284,Verrucomicrobia|ADurb.Bin063-1
Otu00359,LC-19m-E1,0.000643388,19,Monimolimnion,397000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,0.064338773,255.4249284,Epsilonbacteraeota|Sulfurospirillum
Otu00192,LC-5m-E1,0.000637439,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0.063743891,55.24470572,Proteobacteria|alfII-A
Otu00095,LC-3m-E1,0.000628681,3,Mixolimnion,95666.66667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,0.062868109,60.14382459,Patescibacteria|Parcubacteria_unclassified
Otu00220,LC-3m-E1,0.000628681,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0.062868109,60.14382459,Proteobacteria|Aeromonas
Otu00025,Cadagno15m-E2,0.00061608,15,Chemocline,905000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,0.061607968,557.5521101,Actinobacteria|acTH1-A
Otu00031,Cadagno15m-E2,0.00061608,15,Chemocline,905000,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-A,0.061607968,557.5521101,Actinobacteria|acIV-A
Otu00201,LC-9m-E1,0.000615303,9,Mixolimnion,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,0.061530348,44.91715378,Proteobacteria|betIII-A
Otu00227,LC-9m-E1,0.000615303,9,Mixolimnion,73000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.061530348,44.91715378,Proteobacteria|Proteobacteria_unclassified
Otu00377,LC-9m-E1,0.000615303,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,0.061530348,44.91715378,Proteobacteria|Sphingobium
Otu00279,LC-11m-E1,0.000606943,11,Mixolimnion,104333.3333,Bacteria,Planctomycetes,vadinHA49,vadinHA49_or,vadinHA49_fa,vadinHA49_ge,0.060694343,63.32443148,Planctomycetes|vadinHA49_ge
Otu00134,LC-13m-E1,0.000599484,13,Chemocline,95333.33333,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0.059948444,57.15085027,Firmicutes|Family_XIII_ge
Otu00226,LC-13m-E1,0.000599484,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0.059948444,57.15085027,Verrucomicrobia|Cephaloticoccus
Otu00227,LC-17m-E1,0.000591506,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.059150597,257.1079301,Proteobacteria|Proteobacteria_unclassified
Otu00236,LC-19m-E1,0.000584898,19,Monimolimnion,397000,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,0.058489794,232.2044803,Chloroflexi|uncultured
Otu00277,LC-19m-E1,0.000584898,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0.058489794,232.2044803,Proteobacteria|Legionella
Otu00338,LC-19m-E1,0.000584898,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,0.058489794,232.2044803,Proteobacteria|uncultured
Otu00126,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0.057380577,335.6763735,Planctomycetes|uncultured
Otu00193,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0.057380577,335.6763735,Verrucomicrobia|Prosthecobacter
Otu00222,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0.057380577,335.6763735,Bacteroidetes|37-13_ge
Otu00227,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.057380577,335.6763735,Proteobacteria|Proteobacteria_unclassified
Otu00272,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_fa,Victivallales_ge,0.057380577,335.6763735,Lentisphaerae|Victivallales_ge
Otu00286,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,0.057380577,335.6763735,Cyanobacteria|Pseudanabaena_PCC-7429
Otu00401,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_ge,0.057380577,335.6763735,Firmicutes|Ruminococcaceae_ge
Otu00409,LC-15point5m-E1,0.000573806,15.5,Chemocline,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.057380577,335.6763735,Proteobacteria|Desulfobacteraceae_unclassified
Otu00111,Cadagno7m-E2,0.000570175,7,Mixolimnion,157333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,0.057017544,89.70760232,Proteobacteria|unclassified
Otu00279,Cadagno7m-E2,0.000570175,7,Mixolimnion,157333.3333,Bacteria,Planctomycetes,vadinHA49,vadinHA49_or,vadinHA49_fa,vadinHA49_ge,0.057017544,89.70760232,Planctomycetes|vadinHA49_ge
Otu00266,LC-5m-E1,0.000566612,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,gamV,gamV_unclassified,0.056661237,49.10640508,Proteobacteria|gamV_unclassified
Otu00304,LC-5m-E1,0.000566612,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0.056661237,49.10640508,Proteobacteria|Brevundimonas
Otu00008,Cadagno15m-E2,0.00056474,15,Chemocline,905000,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,Oxyphotobacteria_unclassified,0.056473971,511.0894342,Cyanobacteria|Oxyphotobacteria_unclassified
Otu00039,Cadagno15m-E2,0.00056474,15,Chemocline,905000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,0.056473971,511.0894342,Actinobacteria|Luna1-A
Otu00133,Cadagno15m-E2,0.00056474,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,0.056473971,511.0894342,Bacteroidetes|Solitalea
Otu00292,Cadagno15m-E2,0.00056474,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,uncultured,0.056473971,511.0894342,Bacteroidetes|uncultured
Otu00234,LC-3m-E1,0.000562504,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,0.056250414,53.81289568,Bacteroidetes|Ferruginibacter
Otu00113,LC-13m-E1,0.000539536,13,Chemocline,95333.33333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,0.0539536,51.43576524,Actinobacteria|acIV-B
Otu00139,LC-13m-E1,0.000539536,13,Chemocline,95333.33333,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,0.0539536,51.43576524,Omnitrophicaeota|Candidatus_Omnitrophus
Otu00244,LC-13m-E1,0.000539536,13,Chemocline,95333.33333,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,0.0539536,51.43576524,Patescibacteria|Parcubacteria_ge
Otu00126,LC-17m-E1,0.000532355,17,Monimolimnion,434666.6667,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,0.053235538,231.3971371,Planctomycetes|uncultured
Otu00274,LC-17m-E1,0.000532355,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,mle1-27_ge,0.053235538,231.3971371,Proteobacteria|mle1-27_ge
Otu00333,LC-17m-E1,0.000532355,17,Monimolimnion,434666.6667,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,Lenti-02_ge,0.053235538,231.3971371,Lentisphaerae|Lenti-02_ge
Otu00409,LC-17m-E1,0.000532355,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.053235538,231.3971371,Proteobacteria|Desulfobacteraceae_unclassified
Otu00368,LC-3m-E1,0.000529416,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,T34,T34_ge,0.052941566,50.64743123,Proteobacteria|T34_ge
Otu00404,LC-3m-E1,0.000529416,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,0.052941566,50.64743123,Proteobacteria|Sphingomonadaceae_unclassified
Otu00333,LC-19m-E1,0.000526408,19,Monimolimnion,397000,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,Lenti-02_ge,0.052640814,208.9840323,Lentisphaerae|Lenti-02_ge
Otu00120,Cadagno15m-E2,0.0005134,15,Chemocline,905000,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,0.051339973,464.6267584,Planctomycetes|uncultured
Otu00255,Cadagno15m-E2,0.0005134,15,Chemocline,905000,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,OPB56_fa,OPB56_ge,0.051339973,464.6267584,Bacteroidetes|OPB56_ge
Otu00262,Cadagno15m-E2,0.0005134,15,Chemocline,905000,Bacteria,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,0.051339973,464.6267584,Omnitrophicaeota|Omnitrophicaeota_ge
Otu00307,Cadagno15m-E2,0.0005134,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,0.051339973,464.6267584,Verrucomicrobia|ADurb.Bin063-1
Otu00095,LC-5m-E1,0.000495786,5,Mixolimnion,86666.66667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,0.049578582,42.96810445,Patescibacteria|Parcubacteria_unclassified
Otu00057,LC-11m-E1,0.000485555,11,Mixolimnion,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0.048555475,50.65954518,Verrucomicrobia|Luteolibacter
Otu00086,LC-11m-E1,0.000485555,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,0.048555475,50.65954518,Proteobacteria|Thiovirga
Otu00135,LC-11m-E1,0.000485555,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-B,0.048555475,50.65954518,Bacteroidetes|bacI-B
Otu00180,LC-11m-E1,0.000485555,11,Mixolimnion,104333.3333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.048555475,50.65954518,Epsilonbacteraeota|Sulfurovum
Otu00227,LC-11m-E1,0.000485555,11,Mixolimnion,104333.3333,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.048555475,50.65954518,Proteobacteria|Proteobacteria_unclassified
