OTU,Sample,Abundance,depth_m,Water_Layer,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,Abundance_P,AA_Genus,Phylum_Genus
Otu00270,LC-19m-E1,0.00292449,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,0.292448968,1161.022402,Proteobacteria|Myxococcales_unclassified
Otu00228,LC-3m-E1,0.002911786,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIII,unclassified,0.291178612,278.5608718,Proteobacteria|unclassified
Otu00118,LC-5m-E1,0.002903888,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.290388838,251.670326,Bacteroidetes|NS11-12_marine_group_ge
Otu00059,LC-9m-E1,0.002900716,9,Mixolimnion,73000,Bacteria,Chloroflexi,SL56_marine_group,SL56_marine_group_or,SL56_marine_group_fa,SL56_marine_group_ge,0.290071639,211.7522964,Chloroflexi|SL56_marine_group_ge
Otu00137,LC-17m-E1,0.002898379,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,0.289837927,1259.828858,Bacteroidetes|uncultured
Otu00132,LC-3m-E1,0.002878698,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV_unclassified,0.287869764,275.3954073,Proteobacteria|alfIV_unclassified
Otu00160,LC-15point5m-E1,0.002869029,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge,0.286902883,1678.381868,Bacteroidetes|Bacteroidetes_BD2-2_ge
Otu00176,LC-15point5m-E1,0.002869029,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0.286902883,1678.381868,Bacteroidetes|Bacteroidetes_vadinHA17_ge
Otu00167,LC-19m-E1,0.002866,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0.286599988,1137.801954,Bacteroidetes|ST-12K33_ge
Otu00028,Cadagno7m-E2,0.002850877,7,Mixolimnion,157333.3333,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,0.285087719,448.5380116,Armatimonadetes|Armatimonas
Otu00038,LC-17m-E1,0.002839229,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.283922868,1234.118065,Proteobacteria|betI-A
Otu00141,LC-17m-E1,0.002839229,17,Monimolimnion,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,0.283922868,1234.118065,Epsilonbacteraeota|Sulfuricurvum
Otu00222,LC-5m-E1,0.002833062,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0.283306183,245.5320254,Bacteroidetes|37-13_ge
Otu00059,LC-19m-E1,0.00280751,19,Monimolimnion,397000,Bacteria,Chloroflexi,SL56_marine_group,SL56_marine_group_or,SL56_marine_group_fa,SL56_marine_group_ge,0.280751009,1114.581506,Chloroflexi|SL56_marine_group_ge
Otu00162,LC-17m-E1,0.002780078,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,0.278007808,1208.407272,Proteobacteria|Geobacter
Otu00094,LC-19m-E1,0.00274902,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0.27490203,1091.361057,Proteobacteria|uncultured
Otu00178,LC-19m-E1,0.00274902,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0.27490203,1091.361057,Bacteroidetes|uncultured
Otu00187,LC-3m-E1,0.002746344,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0.274634372,262.7335495,Proteobacteria|alfIV-B
Otu00034,LC-15point5m-E1,0.002725577,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacIV,bacIV-B,0.272557739,1594.462774,Bacteroidetes|bacIV-B
Otu00059,LC-17m-E1,0.002720927,17,Monimolimnion,434666.6667,Bacteria,Chloroflexi,SL56_marine_group,SL56_marine_group_or,SL56_marine_group_fa,SL56_marine_group_ge,0.272092748,1182.696479,Chloroflexi|SL56_marine_group_ge
Otu00059,LC-13m-E1,0.00269768,13,Chemocline,95333.33333,Bacteria,Chloroflexi,SL56_marine_group,SL56_marine_group_or,SL56_marine_group_fa,SL56_marine_group_ge,0.269768,257.1788262,Chloroflexi|SL56_marine_group_ge
Otu00137,LC-19m-E1,0.002690531,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,0.26905305,1068.140609,Bacteroidetes|uncultured
Otu00159,LC-9m-E1,0.002680965,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,bacVI-B,0.268096515,195.7104558,Bacteroidetes|bacVI-B
Otu00179,LC-17m-E1,0.002661777,17,Monimolimnion,434666.6667,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0.266177688,1156.985686,Chloroflexi|Anaerolineaceae_unclassified
Otu00241,LC-17m-E1,0.002661777,17,Monimolimnion,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0.266177688,1156.985686,Firmicutes|Clostridiales_unclassified
Otu00087,LC-19m-E1,0.002632041,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0.263204071,1044.920161,Proteobacteria|Thiocystis
Otu00122,LC-5m-E1,0.002620582,5,Mixolimnion,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-C,0.262058219,227.1171235,Actinobacteria|acI-C
Otu00125,Cadagno15m-E2,0.002618339,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.261833864,2369.596468,Verrucomicrobia|Opitutaceae_unclassified
Otu00087,LC-17m-E1,0.002602626,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,0.260262629,1131.274893,Proteobacteria|Thiocystis
Otu00125,LC-15point5m-E1,0.002582126,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.258212595,1510.543681,Verrucomicrobia|Opitutaceae_unclassified
Otu00138,LC-15point5m-E1,0.002582126,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,0.258212595,1510.543681,Bacteroidetes|uncultured
Otu00113,LC-3m-E1,0.002580901,3,Mixolimnion,95666.66667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,0.258090133,246.9062273,Actinobacteria|acIV-B
Otu00049,LC-13m-E1,0.002577783,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,0.257778311,245.7486561,Proteobacteria|Betaproteobacteriales_unclassified
Otu00174,LC-19m-E1,0.002573551,19,Monimolimnion,397000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0.257355092,1021.699713,Planctomycetes|CL500-3
Otu00134,Cadagno15m-E2,0.002566999,15,Chemocline,905000,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,0.256699867,2323.133792,Firmicutes|Family_XIII_ge
Otu00136,Cadagno15m-E2,0.002566999,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,0.256699867,2323.133792,Bacteroidetes|Bacteroidetes_unclassified
Otu00164,Cadagno15m-E2,0.002566999,15,Chemocline,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,0.256699867,2323.133792,Verrucomicrobia|Pedosphaera
Otu00050,LC-9m-E1,0.002549114,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.25491144,186.0853514,Bacteroidetes|Emticicia
Otu00118,LC-3m-E1,0.002547813,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.254781285,243.7407628,Bacteroidetes|NS11-12_marine_group_ge
Otu00116,Cadagno15m-E2,0.002515659,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.251565869,2276.671116,Proteobacteria|Bdellovibrio
Otu00141,LC-19m-E1,0.002515061,19,Monimolimnion,397000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,0.251506112,998.4792654,Epsilonbacteraeota|Sulfuricurvum
Otu00198,LC-19m-E1,0.002515061,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0.251506112,998.4792654,Proteobacteria|Thiodictyon
Otu00137,Cadagno15m-E2,0.002464319,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,0.246431872,2230.20844,Bacteroidetes|uncultured
Otu00022,LC-19m-E1,0.002456571,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,0.245657133,975.2588173,Bacteroidetes|bacI-A
Otu00017,LC-15point5m-E1,0.002438675,15.5,Chemocline,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,0.243867451,1426.624588,Verrucomicrobia|Pedosphaeraceae_ge
Otu00206,Cadagno15m-E2,0.002412979,15,Chemocline,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.241297875,2183.745764,Proteobacteria|Gammaproteobacteria_unclassified
Otu00187,LC-5m-E1,0.002408103,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0.240810256,208.7022216,Proteobacteria|alfIV-B
Otu00034,LC-13m-E1,0.002397938,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacIV,bacIV-B,0.239793777,228.6034011,Bacteroidetes|bacIV-B
Otu00111,LC-9m-E1,0.002373313,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,0.237331341,173.2518789,Proteobacteria|unclassified
Otu00050,Cadagno7m-E2,0.002368421,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.236842105,372.6315789,Bacteroidetes|Emticicia
Otu00094,LC-17m-E1,0.002366024,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,uncultured,0.23660239,1028.431721,Proteobacteria|uncultured
Otu00116,LC-17m-E1,0.002366024,17,Monimolimnion,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0.23660239,1028.431721,Proteobacteria|Bdellovibrio
Otu00183,LC-17m-E1,0.002366024,17,Monimolimnion,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.23660239,1028.431721,Epsilonbacteraeota|Campylobacterales_unclassified
Otu00028,Cadagno15m-E2,0.002361639,15,Chemocline,905000,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,0.236163877,2137.283089,Armatimonadetes|Armatimonas
Otu00164,LC-19m-E1,0.002339592,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,0.233959174,928.8179213,Verrucomicrobia|Pedosphaera
Otu00031,LC-13m-E1,0.002337989,13,Chemocline,95333.33333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-A,0.233798933,222.888316,Actinobacteria|acIV-A
Otu00133,LC-13m-E1,0.002337989,13,Chemocline,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,0.233798933,222.888316,Bacteroidetes|Solitalea
Otu00107,LC-5m-E1,0.002337276,5,Mixolimnion,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,0.233727601,202.563921,Actinobacteria|acSTL-A
Otu00228,LC-5m-E1,0.002337276,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIII,unclassified,0.233727601,202.563921,Proteobacteria|unclassified
Otu00096,LC-9m-E1,0.002329363,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-B,0.232936316,170.0435107,Bacteroidetes|bacIII-B
Otu00209,LC-3m-E1,0.002316194,3,Mixolimnion,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0.23161935,221.5825116,Bacteroidetes|uncultured
Otu00240,LC-3m-E1,0.002316194,3,Mixolimnion,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,0.23161935,221.5825116,Proteobacteria|betVII-A
Otu00165,Cadagno15m-E2,0.002310299,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,0.23102988,2090.820413,Proteobacteria|OM27_clade
Otu00022,LC-17m-E1,0.002306873,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-A,0.23068733,1002.720928,Bacteroidetes|bacI-A
Otu00185,LC-17m-E1,0.002306873,17,Monimolimnion,434666.6667,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0.23068733,1002.720928,Firmicutes|uncultured
Otu00139,LC-15point5m-E1,0.002295223,15.5,Chemocline,585000,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,0.229522307,1342.705494,Omnitrophicaeota|Candidatus_Omnitrophus
Otu00190,LC-19m-E1,0.002281102,19,Monimolimnion,397000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,0.228110195,905.5974732,Proteobacteria|Polymorphobacter
Otu00113,Cadagno7m-E2,0.002280702,7,Mixolimnion,157333.3333,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-B,0.228070175,358.8304093,Actinobacteria|acIV-B
Otu00125,LC-13m-E1,0.002278041,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0.227804088,217.173231,Verrucomicrobia|Opitutaceae_unclassified
Otu00049,LC-5m-E1,0.002266449,5,Mixolimnion,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,0.226644947,196.4256203,Proteobacteria|Betaproteobacteriales_unclassified
Otu00106,LC-5m-E1,0.002266449,5,Mixolimnion,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,0.226644947,196.4256203,Cyanobacteria|Cyanobium_PCC-6307
Otu00167,LC-17m-E1,0.002247723,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0.22477227,977.0101345,Bacteroidetes|ST-12K33_ge
Otu00076,LC-13m-E1,0.002218092,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,0.221809244,211.458146,Proteobacteria|Lamprocystis
Otu00089,LC-13m-E1,0.002218092,13,Chemocline,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,0.221809244,211.458146,Verrucomicrobia|Terrimicrobium
Otu00111,LC-13m-E1,0.002218092,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,0.221809244,211.458146,Proteobacteria|unclassified
Otu00138,Cadagno15m-E2,0.002207619,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,0.220761885,1997.895061,Bacteroidetes|uncultured
Otu00160,Cadagno15m-E2,0.002207619,15,Chemocline,905000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge,0.220761885,1997.895061,Bacteroidetes|Bacteroidetes_BD2-2_ge
Otu00164,LC-17m-E1,0.002188572,17,Monimolimnion,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,0.21885721,951.2993415,Verrucomicrobia|Pedosphaera
Otu00159,LC-11m-E1,0.002184996,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,bacVI-B,0.218499636,227.9679533,Bacteroidetes|bacVI-B
Otu00179,LC-19m-E1,0.002164122,19,Monimolimnion,397000,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0.216412236,859.1565772,Chloroflexi|Anaerolineaceae_unclassified
Otu00278,LC-19m-E1,0.002164122,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,0.216412236,859.1565772,Proteobacteria|Desulfobacula
Otu00139,Cadagno15m-E2,0.002156279,15,Chemocline,905000,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,0.215627888,1951.432385,Omnitrophicaeota|Candidatus_Omnitrophus
Otu00209,LC-9m-E1,0.002153562,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0.215356217,157.2100382,Bacteroidetes|uncultured
Otu00123,LC-15point5m-E1,0.002151772,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.215177163,1258.786401,Bacteroidetes|Bacteroidia_unclassified
Otu00180,LC-15point5m-E1,0.002151772,15.5,Chemocline,585000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.215177163,1258.786401,Epsilonbacteraeota|Sulfurovum
Otu00196,LC-15point5m-E1,0.002151772,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0.215177163,1258.786401,Bacteroidetes|SJA-28_ge
Otu00180,LC-17m-E1,0.002129422,17,Monimolimnion,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.212942151,925.5885485,Epsilonbacteraeota|Sulfurovum
Otu00207,LC-5m-E1,0.002124796,5,Mixolimnion,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0.212479637,184.1490191,Bacteroidetes|Pedobacter
Otu00187,LC-9m-E1,0.002109612,9,Mixolimnion,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0.210961192,154.0016701,Proteobacteria|alfIV-B
Otu00165,LC-19m-E1,0.002105633,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,0.210563257,835.9361291,Proteobacteria|OM27_clade
Otu00193,LC-19m-E1,0.002105633,19,Monimolimnion,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0.210563257,835.9361291,Verrucomicrobia|Prosthecobacter
Otu00181,Cadagno15m-E2,0.002104939,15,Chemocline,905000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0.210493891,1904.969709,Patescibacteria|Candidatus_Falkowbacteria_ge
Otu00050,LC-11m-E1,0.002104071,11,Mixolimnion,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,0.210407057,219.5246958,Bacteroidetes|Emticicia
Otu00058,LC-13m-E1,0.002098196,13,Chemocline,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,0.209819555,200.0279759,Proteobacteria|Desulfatirhabdium
Otu00174,LC-17m-E1,0.002070271,17,Monimolimnion,434666.6667,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0.207027091,899.8777555,Planctomycetes|CL500-3
Otu00133,Cadagno7m-E2,0.002061404,7,Mixolimnion,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,0.206140351,324.3274853,Bacteroidetes|Solitalea
Otu00119,Cadagno15m-E2,0.002053599,15,Chemocline,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.205359893,1858.507034,Proteobacteria|Desulfobulbus
Otu00180,LC-19m-E1,0.002047143,19,Monimolimnion,397000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.204714277,812.7156811,Epsilonbacteraeota|Sulfurovum
Otu00196,LC-19m-E1,0.002047143,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0.204714277,812.7156811,Bacteroidetes|SJA-28_ge
Otu00107,LC-9m-E1,0.002021711,9,Mixolimnion,73000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acSTL,acSTL-A,0.202171142,147.5849339,Actinobacteria|acSTL-A
Otu00130,LC-9m-E1,0.002021711,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767_ge,0.202171142,147.5849339,Bacteroidetes|AKYH767_ge
Otu00133,LC-9m-E1,0.002021711,9,Mixolimnion,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,0.202171142,147.5849339,Bacteroidetes|Solitalea
Otu00196,LC-17m-E1,0.00201112,17,Monimolimnion,434666.6667,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0.201112031,874.1669625,Bacteroidetes|SJA-28_ge
Otu00118,LC-15point5m-E1,0.00200832,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,0.200832018,1174.867307,Bacteroidetes|NS11-12_marine_group_ge
Otu00191,LC-15point5m-E1,0.00200832,15.5,Chemocline,585000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0.200832018,1174.867307,Kiritimatiellaeota|MSBL3
Otu00251,LC-15point5m-E1,0.00200832,15.5,Chemocline,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,0.200832018,1174.867307,Bacteroidetes|Sphingobacteriales_unclassified
Otu00174,Cadagno15m-E2,0.002002259,15,Chemocline,905000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0.200225896,1812.044358,Planctomycetes|CL500-3
Otu00038,LC-19m-E1,0.001988653,19,Monimolimnion,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,0.198865298,789.4952331,Proteobacteria|betI-A
Otu00146,LC-19m-E1,0.001988653,19,Monimolimnion,397000,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,0.198865298,789.4952331,Bacteroidetes|Runella
Otu00162,LC-19m-E1,0.001988653,19,Monimolimnion,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,0.198865298,789.4952331,Proteobacteria|Geobacter
